BOW_Code,Species_Scientific_Name,Species_Common_Name,Total_Citation_Num,Diet_Information,Diet_Entry_Length,Diet_Citation_Num,Percentile_Total_Citation_Num,Percentile_Diet_Entry_Length,Percentile_Diet_Citation_Num,Certainty
norgip1,Macronectes halli,Northern Giant-Petrel,120,TRUE,354,15,0.921343577,0.705003279,0.964583529,0.863643462
norful,Fulmarus glacialis,Northern Fulmar,461,TRUE,873,18,0.996205378,0.741497236,0.972266467,0.903323027
souful1,Fulmarus glacialoides,Southern Fulmar,110,TRUE,124,6,0.913285862,0.574112246,0.908741685,0.798713264
antpet1,Thalassoica antarctica,Antarctic Petrel,80,TRUE,124,7,0.878759487,0.574112246,0.921343577,0.791405103
cappet,Daption capense,Cape Petrel,155,TRUE,275,11,0.941159936,0.685514851,0.949826665,0.858833817
snopet1,Pagodroma nivea,Snow Petrel,109,TRUE,160,9,0.912583154,0.620865736,0.937833786,0.823760892
kerpet2,Aphrodroma brevirostris,Kerguelen Petrel,58,TRUE,126,8,0.823901434,0.577157313,0.930291389,0.777116712
grwpet3,Pterodroma macroptera,Great-winged Petrel,88,TRUE,185,7,0.889909116,0.643071301,0.921343577,0.818107998
grwpet2,Pterodroma gouldi,Gray-faced Petrel,16,TRUE,84,3,0.244167526,0.48702333,0.852431369,0.527874075
kerpet,Pterodroma neglecta,Kermadec Petrel,56,TRUE,108,4,0.815375246,0.545863394,0.876089197,0.745775946
magpet1,Pterodroma magentae,Magenta Petrel,40,TRUE,42,3,0.712264593,0.280989413,0.852431369,0.615228458
tripet1,Pterodroma arminjoniana,Trindade Petrel,62,TRUE,24,1,0.839220463,0.13843343,0.638386583,0.538680159
herpet2,Pterodroma heraldica,Herald Petrel,41,TRUE,45,2,0.720697086,0.301133702,0.818654549,0.613495112
murpet,Pterodroma ultima,Murphy's Petrel,23,TRUE,63,2,0.439660826,0.403729036,0.818654549,0.554014804
solpet1,Pterodroma solandri,Providence Petrel,29,TRUE,71,4,0.566148224,0.441722103,0.876089197,0.627986508
henpet1,Pterodroma atrata,Henderson Petrel,15,TRUE,17,0,0.21263937,0.083762766,0.238920641,0.178440926
madpet,Pterodroma madeira,Zino's Petrel,46,TRUE,20,1,0.760845123,0.106343109,0.638386583,0.501858272
feapet1,Pterodroma feae,Fea's Petrel,63,TRUE,21,0,0.842406071,0.1139792,0.238920641,0.398435304
soppet1,Pterodroma mollis,Soft-plumaged Petrel,88,TRUE,101,4,0.889909116,0.53012274,0.876089197,0.765373684
barpet1,Pterodroma baraui,Barau's Petrel,28,TRUE,145,8,0.547221962,0.603063806,0.930291389,0.693525719
whhpet1,Pterodroma lessonii,White-headed Petrel,54,TRUE,79,3,0.806521128,0.471142134,0.852431369,0.710031544
motpet,Pterodroma inexpectata,Mottled Petrel,37,TRUE,97,6,0.682095006,0.521549705,0.908741685,0.704128799
berpet,Pterodroma cahow,Bermuda Petrel,101,TRUE,88,2,0.904103813,0.498922515,0.818654549,0.740560292
bkcpet,Pterodroma hasitata,Black-capped Petrel,113,TRUE,126,2,0.915721915,0.577157313,0.818654549,0.770511259
jufpet,Pterodroma externa,Juan Fernandez Petrel,32,TRUE,94,7,0.616040476,0.514335238,0.921343577,0.683906431
atlpet1,Pterodroma incerta,Atlantic Petrel,46,TRUE,147,9,0.760845123,0.606062026,0.937833786,0.768246978
galpet,Pterodroma phaeopygia,Galapagos Petrel,64,TRUE,137,6,0.845310597,0.592288953,0.908741685,0.782113745
hawpet1,Pterodroma sandwichensis,Hawaiian Petrel,136,TRUE,310,12,0.932212124,0.695118523,0.953808676,0.860379775
whnpet,Pterodroma cervicalis,White-necked Petrel,30,FALSE,0,0,0.584231238,0.008104563,0.238920641,0.27708548
bonpet,Pterodroma hypoleuca,Bonin Petrel,78,TRUE,187,3,0.875995503,0.644242481,0.852431369,0.790889784
bkwpet,Pterodroma nigripennis,Black-winged Petrel,51,TRUE,71,3,0.790452544,0.441722103,0.852431369,0.694868672
chapet1,Pterodroma axillaris,Chatham Petrel,31,TRUE,10,0,0.600768294,0.042584091,0.238920641,0.294091008
coopet,Pterodroma cookii,Cook's Petrel,46,TRUE,157,6,0.760845123,0.617352197,0.908741685,0.762313002
maspet3,Pterodroma defilippiana,Masatierra Petrel,15,TRUE,45,2,0.21263937,0.301133702,0.818654549,0.44414254
goupet1,Pterodroma leucoptera,Gould's Petrel,54,TRUE,87,9,0.806521128,0.495971142,0.937833786,0.746775352
colpet1,Pterodroma brevipes,Collared Petrel,17,TRUE,97,9,0.273728099,0.521549705,0.937833786,0.577703863
stepet,Pterodroma longirostris,Stejneger's Petrel,24,TRUE,34,1,0.463084419,0.219853837,0.638386583,0.440441613
pycpet1,Pterodroma pycrofti,Pycroft's Petrel,29,TRUE,9,0,0.566148224,0.03860208,0.238920641,0.281223648
phopet1,Pterodroma alba,Phoenix Petrel,24,TRUE,56,3,0.463084419,0.368359412,0.852431369,0.561291733
venpet1,Pterodroma occulta,Vanuatu Petrel,21,TRUE,30,2,0.387426216,0.186732877,0.818654549,0.464271214
blupet1,Halobaena caerulea,Blue Petrel,96,TRUE,168,6,0.899372248,0.62878291,0.908741685,0.812298947
faipri1,Pachyptila turtur,Fairy Prion,111,TRUE,197,13,0.913894875,0.650801087,0.957978076,0.840891346
brbpri1,Pachyptila vittata,Broad-billed Prion,57,TRUE,99,4,0.819778881,0.526047035,0.876089197,0.740638371
salpri2,Pachyptila salvini,Salvin's Prion,42,TRUE,161,4,0.729316968,0.62180268,0.876089197,0.742402948
dovpri1,Pachyptila desolata,Antarctic Prion,93,TRUE,148,7,0.896233486,0.607420594,0.921343577,0.808332553
slbpri1,Pachyptila belcheri,Slender-billed Prion,74,TRUE,146,8,0.868499953,0.60465661,0.930291389,0.801149318
fulpri1,Pachyptila crassirostris,Fulmar Prion,26,TRUE,65,3,0.50698023,0.412161529,0.852431369,0.590524376
bulpet,Bulweria bulwerii,Bulwer's Petrel,193,TRUE,267,7,0.955214092,0.683406727,0.921343577,0.853321465
joupet,Bulweria fallax,Jouanin's Petrel,53,TRUE,82,4,0.801461632,0.48069896,0.876089197,0.719416596
fijpet1,Pseudobulweria macgillivrayi,Fiji Petrel,20,FALSE,0,NA,0.36039539,0.008104563,0.99784503,0.455448328
maspet1,Pseudobulweria aterrima,Mascarene Petrel,33,FALSE,0,NA,0.630000937,0.008104563,0.997938724,0.545348075
tahpet1,Pseudobulweria rostrata,Tahiti Petrel,57,TRUE,52,2,0.819778881,0.345123208,0.818654549,0.661185546
becpet1,Pseudobulweria becki,Beck's Petrel,16,TRUE,62,2,0.244167526,0.399372248,0.818654549,0.487398107
grapet,Procellaria cinerea,Gray Petrel,68,TRUE,175,5,0.855101658,0.634966738,0.893235267,0.794434554
whcpet1,Procellaria aequinoctialis,White-chinned Petrel,146,TRUE,235,14,0.938021175,0.671460695,0.961351073,0.856944314
spepet1,Procellaria conspicillata,Spectacled Petrel,23,TRUE,73,2,0.439660826,0.449030263,0.818654549,0.569115213
parpet1,Procellaria parkinsoni,Parkinson's Petrel,44,TRUE,129,7,0.746041413,0.581467254,0.921343577,0.749617415
wespet1,Procellaria westlandica,Westland Petrel,42,TRUE,234,8,0.729316968,0.670804835,0.930291389,0.776804397
strshe,Calonectris leucomelas,Streaked Shearwater,77,TRUE,239,12,0.87421531,0.673521971,0.953808676,0.833848652
corshe,Calonectris diomedea,Cory's Shearwater,239,TRUE,347,17,0.97072051,0.703363628,0.970064649,0.881382929
cavshe1,Calonectris edwardsii,Cape Verde Shearwater,34,TRUE,72,2,0.643867704,0.445563572,0.818654549,0.636028608
pifshe,Ardenna creatopus,Pink-footed Shearwater,123,TRUE,162,7,0.923311159,0.622880165,0.921343577,0.822511634
flfshe,Ardenna carneipes,Flesh-footed Shearwater,68,TRUE,173,7,0.855101658,0.633186545,0.921343577,0.803210594
greshe,Ardenna gravis,Great Shearwater,100,TRUE,297,13,0.90316687,0.691277054,0.957978076,0.850807333
wetshe,Ardenna pacifica,Wedge-tailed Shearwater,252,TRUE,176,3,0.973343952,0.635809988,0.852431369,0.820528436
bulshe,Ardenna bulleri,Buller's Shearwater,39,TRUE,153,6,0.702614073,0.612105312,0.908741685,0.74115369
sooshe,Ardenna grisea,Sooty Shearwater,186,TRUE,171,8,0.953152816,0.631265811,0.930291389,0.838236672
shtshe,Ardenna tenuirostris,Short-tailed Shearwater,137,TRUE,188,12,0.932821137,0.64508573,0.953808676,0.843905181
chrshe,Puffinus nativitatis,Christmas Shearwater,105,TRUE,309,5,0.909069615,0.694931135,0.893235267,0.832412005
audshe3,Puffinus subalaris,Galapagos Shearwater,5,TRUE,70,1,0.012273962,0.43727162,0.638386583,0.362644055
manshe,Puffinus puffinus,Manx Shearwater,263,TRUE,298,9,0.976248477,0.691651832,0.937833786,0.868578032
levshe1,Puffinus yelkouan,Yelkouan Shearwater,87,TRUE,104,5,0.888269465,0.536353415,0.893235267,0.772619382
balshe1,Puffinus mauretanicus,Balearic Shearwater,99,TRUE,273,6,0.902183079,0.684765296,0.908741685,0.831896686
hutshe1,Puffinus huttoni,Hutton's Shearwater,45,TRUE,164,8,0.753677504,0.624660358,0.930291389,0.769543084
troshe4,Puffinus bannermani,Bannerman's Shearwater,1,TRUE,22,0,0.000890097,0.122645929,0.238920641,0.120818889
towshe1,Puffinus auricularis,Townsend's Shearwater,121,TRUE,9,0,0.922233674,0.03860208,0.238920641,0.399918798
towshe2,Puffinus newelli,Newell's Shearwater,126,TRUE,146,2,0.925606671,0.60465661,0.818654549,0.78297261
towshe3,Puffinus myrtae,Rapa Shearwater,14,TRUE,10,1,0.183172491,0.042584091,0.638386583,0.288047722
bryshe1,Puffinus bryani,Bryan's Shearwater,18,TRUE,3,0,0.302585965,0.017052375,0.238920641,0.186186327
bkvshe,Puffinus opisthomelas,Black-vented Shearwater,101,TRUE,160,5,0.904103813,0.620865736,0.893235267,0.806068272
flushe1,Puffinus gavia,Fluttering Shearwater,40,TRUE,112,7,0.712264593,0.553827415,0.921343577,0.729145195
litshe8,Puffinus assimilis,Little Shearwater,110,TRUE,40,1,0.913285862,0.267122646,0.638386583,0.60626503
litshe4,Puffinus elegans,Subantarctic Shearwater,26,TRUE,61,5,0.50698023,0.395202848,0.893235267,0.598472782
litshe1,Puffinus baroli,Barolo Shearwater,130,FALSE,0,0,0.927855336,0.008104563,0.238920641,0.391626847
litshe2,Puffinus boydi,Boyd's Shearwater,141,TRUE,3,0,0.934976108,0.017052375,0.238920641,0.396983041
audshe,Puffinus lherminieri,Audubon's Shearwater,141,TRUE,46,1,0.934976108,0.307832849,0.638386583,0.62706518
troshe5,Puffinus bailloni,Tropical Shearwater,46,TRUE,145,7,0.760845123,0.603063806,0.921343577,0.761750835
pershe1,Puffinus persicus,Persian Shearwater,21,TRUE,120,5,0.387426216,0.568209501,0.893235267,0.616290328
heishe1,Puffinus heinrothi,Heinroth's Shearwater,32,TRUE,116,8,0.616040476,0.560292326,0.930291389,0.702208064
pedpet1,Pelecanoides garnotii,Peruvian Diving-Petrel,35,TRUE,260,6,0.65740654,0.681485993,0.908741685,0.749211406
codpet1,Pelecanoides urinatrix,Common Diving-Petrel,90,TRUE,254,13,0.892813642,0.679424717,0.957978076,0.843405478
sgdpet1,Pelecanoides georgicus,South Georgia Diving-Petrel,46,TRUE,325,6,0.760845123,0.698444673,0.908741685,0.789343827
madpet1,Pelecanoides magellani,Magellanic Diving-Petrel,20,TRUE,35,1,0.36039539,0.22861426,0.638386583,0.409132078
asiope1,Anastomus oscitans,Asian Openbill,48,TRUE,115,2,0.773072238,0.558746369,0.818654549,0.716824386
afrope1,Anastomus lamelligerus,African Openbill,48,TRUE,NA,1,0.773072238,0.787032699,0.638386583,0.732830507
blasto1,Ciconia nigra,Black Stork,120,TRUE,114,2,0.921343577,0.557013024,0.818654549,0.765670383
abdsto1,Ciconia abdimii,Abdim's Stork,37,TRUE,117,1,0.682095006,0.56240045,0.638386583,0.627627346
wonsto1,Ciconia episcopus,Asian Woolly-necked Stork,99,TRUE,108,5,0.902183079,0.545863394,0.893235267,0.780427246
stosto1,Ciconia stormi,Storm's Stork,46,TRUE,147,5,0.760845123,0.606062026,0.893235267,0.753380805
magsto1,Ciconia maguari,Maguari Stork,73,TRUE,453,8,0.866907149,0.721446641,0.930291389,0.839548393
whisto1,Ciconia ciconia,White Stork,126,TRUE,248,6,0.925606671,0.677410288,0.908741685,0.837252881
oristo1,Ciconia boyciana,Oriental Stork,96,TRUE,189,9,0.899372248,0.645835285,0.937833786,0.82768044
blnsto1,Ephippiorhynchus asiaticus,Black-necked Stork,69,TRUE,233,7,0.858193573,0.670336363,0.921343577,0.816624504
sabsto1,Ephippiorhynchus senegalensis,Saddle-billed Stork,133,TRUE,140,11,0.930244542,0.596411506,0.949826665,0.825494238
jabiru,Jabiru mycteria,Jabiru,59,TRUE,NA,1,0.827742903,0.787126394,0.638386583,0.751085293
lesadj1,Leptoptilos javanicus,Lesser Adjutant,55,TRUE,NA,1,0.81148693,0.787220088,0.638386583,0.745697867
marsto1,Leptoptilos crumenifer,Marabou Stork,70,TRUE,182,1,0.860910709,0.640401012,0.638386583,0.713232768
greadj1,Leptoptilos dubius,Greater Adjutant,60,TRUE,251,14,0.832240232,0.678487773,0.961351073,0.824026359
woosto,Mycteria americana,Wood Stork,220,TRUE,467,10,0.964864612,0.72313314,0.944579781,0.877525844
milsto1,Mycteria cinerea,Milky Stork,53,TRUE,191,3,0.801461632,0.647147006,0.852431369,0.767013336
yebsto1,Mycteria ibis,Yellow-billed Stork,45,TRUE,NA,1,0.753677504,0.787313782,0.638386583,0.72645929
paisto1,Mycteria leucocephala,Painted Stork,51,TRUE,110,1,0.790452544,0.550173335,0.638386583,0.65967082
lesfri,Fregata ariel,Lesser Frigatebird,56,TRUE,84,1,0.815375246,0.48702333,0.638386583,0.646928386
asifri1,Fregata aquila,Ascension Frigatebird,21,TRUE,40,0,0.387426216,0.267122646,0.238920641,0.297823167
magfri,Fregata magnificens,Magnificent Frigatebird,145,TRUE,410,16,0.93759955,0.71530966,0.96772229,0.873543833
chifri1,Fregata andrewsi,Christmas Island Frigatebird,45,TRUE,102,1,0.753677504,0.532090321,0.638386583,0.641384803
grefri,Fregata minor,Great Frigatebird,199,TRUE,507,18,0.956947437,0.725803429,0.972266467,0.885005778
masboo,Sula dactylatra,Masked Booby,131,TRUE,198,5,0.928745432,0.651550642,0.893235267,0.824510447
nazboo1,Sula granti,Nazca Booby,16,TRUE,303,0,0.244167526,0.693244636,0.238920641,0.392110934
bfoboo,Sula nebouxii,Blue-footed Booby,42,TRUE,182,0,0.729316968,0.640401012,0.238920641,0.536212874
perboo1,Sula variegata,Peruvian Booby,31,TRUE,159,1,0.600768294,0.620069334,0.638386583,0.619741404
brnboo,Sula leucogaster,Brown Booby,180,TRUE,406,15,0.950623068,0.714560105,0.964583529,0.8765889
refboo,Sula sula,Red-footed Booby,165,TRUE,121,5,0.945516724,0.569942846,0.893235267,0.802898279
abbboo2,Papasula abbotti,Abbott's Booby,37,TRUE,72,1,0.682095006,0.445563572,0.638386583,0.58868172
norgan,Morus bassanus,Northern Gannet,159,TRUE,815,20,0.943080671,0.740466598,0.975498923,0.88634873
capgan1,Morus capensis,Cape Gannet,49,TRUE,139,2,0.779396608,0.595146632,0.818654549,0.73106593
ausgan1,Morus serrator,Australasian Gannet,39,TRUE,246,3,0.702614073,0.676473344,0.852431369,0.743839595
anhing,Anhinga anhinga,Anhinga,143,TRUE,402,11,0.936334676,0.713623161,0.949826665,0.866594834
darter3,Anhinga rufa,African Darter,31,TRUE,NA,1,0.600768294,0.787407477,0.638386583,0.675520785
darter2,Anhinga melanogaster,Oriental Darter,19,TRUE,NA,1,0.332240232,0.787501171,0.638386583,0.586042662
darter4,Anhinga novaehollandiae,Australasian Darter,7,TRUE,34,0,0.030638059,0.219853837,0.238920641,0.163137512
lipcor1,Microcarbo melanoleucos,Little Pied Cormorant,43,TRUE,NA,1,0.73826478,0.787594866,0.638386583,0.72141541
lotcor1,Microcarbo africanus,Long-tailed Cormorant,36,TRUE,NA,1,0.67005528,0.78768856,0.638386583,0.698710141
crocor1,Microcarbo coronatus,Crowned Cormorant,19,TRUE,31,0,0.332240232,0.194931135,0.238920641,0.255364003
litcor1,Microcarbo niger,Little Cormorant,25,TRUE,NA,1,0.485243137,0.787782254,0.638386583,0.637137325
pygcor2,Microcarbo pygmaeus,Pygmy Cormorant,25,TRUE,NA,1,0.485243137,0.787875949,0.638386583,0.637168556
relcor1,Poikilocarbo gaimardi,Red-legged Cormorant,19,TRUE,NA,1,0.332240232,0.787969643,0.638386583,0.586198819
bracor,Urile penicillatus,Brandt's Cormorant,141,TRUE,586,10,0.934976108,0.732408882,0.944579781,0.870654924
refcor,Urile urile,Red-faced Cormorant,116,TRUE,63,2,0.918720135,0.403729036,0.818654549,0.71370124
pelcor,Urile pelagicus,Pelagic Cormorant,202,TRUE,808,22,0.958821325,0.740372904,0.977794435,0.892329554
bancor1,Phalacrocorax neglectus,Bank Cormorant,28,TRUE,104,1,0.547221962,0.536353415,0.638386583,0.57398732
capcor1,Phalacrocorax capensis,Cape Cormorant,36,TRUE,195,1,0.67005528,0.649817296,0.638386583,0.652753053
grecor,Phalacrocorax carbo,Great Cormorant,288,TRUE,1049,24,0.980605266,0.744120678,0.979621475,0.90144914
japcor1,Phalacrocorax capillatus,Japanese Cormorant,16,TRUE,194,2,0.244167526,0.649161435,0.818654549,0.57066117
soccor1,Phalacrocorax nigrogularis,Socotra Cormorant,21,TRUE,83,3,0.387426216,0.483931416,0.852431369,0.574596333
sposha1,Phalacrocorax punctatus,Spotted Shag,13,TRUE,26,0,0.155204722,0.154970486,0.238920641,0.18303195
piisha1,Phalacrocorax featherstoni,Pitt Island Shag,10,TRUE,NA,1,0.079546519,0.788063337,0.638386583,0.501998813
indcor1,Phalacrocorax fuscicollis,Indian Cormorant,16,TRUE,NA,1,0.244167526,0.788157032,0.638386583,0.556903713
libcor1,Phalacrocorax sulcirostris,Little Black Cormorant,33,TRUE,NA,1,0.630000937,0.788250726,0.638386583,0.685546082
piecor1,Phalacrocorax varius,Pied Cormorant,31,TRUE,NA,1,0.600768294,0.788344421,0.638386583,0.675833099
blfcor1,Phalacrocorax fuscescens,Black-faced Cormorant,19,TRUE,80,1,0.332240232,0.474093507,0.638386583,0.481573441
eursha1,Gulosus aristotelis,European Shag,92,TRUE,611,10,0.895062307,0.733907992,0.944579781,0.857850027
flicor1,Nannopterum harrisi,Flightless Cormorant,30,TRUE,83,1,0.584231238,0.483931416,0.638386583,0.568849745
doccor,Nannopterum auritum,Double-crested Cormorant,466,TRUE,2967,36,0.996486461,0.747962147,0.986273775,0.910240795
neocor,Nannopterum brasilianum,Neotropic Cormorant,200,TRUE,881,8,0.957415909,0.741637778,0.930291389,0.876448359
magcor1,Leucocarbo magellanicus,Magellanic Cormorant,20,TRUE,150,3,0.36039539,0.609716106,0.852431369,0.607514288
guacor1,Leucocarbo bougainvillii,Guanay Cormorant,30,TRUE,76,0,0.584231238,0.461538462,0.238920641,0.428230113
boisha1,Leucocarbo ranfurlyi,Bounty Islands Shag,5,TRUE,51,0,0.012273962,0.339642088,0.238920641,0.196945564
rofsha1,Leucocarbo carunculatus,New Zealand King Shag,19,TRUE,17,0,0.332240232,0.083762766,0.238920641,0.21830788
brosha1,Leucocarbo chalconotus,Stewart Island Shag,8,TRUE,37,0,0.043614729,0.245526094,0.238920641,0.176020488
chisha1,Leucocarbo onslowi,Chatham Islands Shag,13,TRUE,20,0,0.155204722,0.106343109,0.238920641,0.166822824
auisha1,Leucocarbo colensoi,Auckland Islands Shag,9,TRUE,75,1,0.059683313,0.457134826,0.638386583,0.385068241
caisha2,Leucocarbo campbelli,Campbell Islands Shag,7,TRUE,24,0,0.030638059,0.13843343,0.238920641,0.135997377
sogsha1,Leucocarbo georgianus,South Georgia Shag,103,TRUE,165,1,0.906211937,0.625363066,0.638386583,0.723320528
impcor1,Leucocarbo atriceps,Imperial Cormorant,103,TRUE,90,0,0.906211937,0.504544177,0.238920641,0.549892251
antsha1,Leucocarbo bransfieldensis,Antarctic Shag,103,TRUE,35,0,0.906211937,0.22861426,0.238920641,0.457915613
crosha1,Leucocarbo melanogenis,Crozet Shag,103,TRUE,54,0,0.906211937,0.357256629,0.238920641,0.500796402
kersha1,Leucocarbo verrucosus,Kerguelen Shag,103,TRUE,90,1,0.906211937,0.504544177,0.638386583,0.683047566
heisha1,Leucocarbo nivalis,Heard Island Shag,103,TRUE,105,1,0.906211937,0.538836316,0.638386583,0.694478279
macsha1,Leucocarbo purpurascens,Macquarie Shag,104,TRUE,NA,1,0.90799213,0.788438115,0.638386583,0.778272276
amwpel,Pelecanus erythrorhynchos,American White Pelican,192,TRUE,285,7,0.954886161,0.688466223,0.921343577,0.854898654
brnpel,Pelecanus occidentalis,Brown Pelican,426,TRUE,279,15,0.995034198,0.687248196,0.964583529,0.882288641
perpel1,Pelecanus thagus,Peruvian Pelican,26,TRUE,109,2,0.50698023,0.548205753,0.818654549,0.624613511
grwpel1,Pelecanus onocrotalus,Great White Pelican,70,TRUE,NA,1,0.860910709,0.788531809,0.638386583,0.7626097
auspel1,Pelecanus conspicillatus,Australian Pelican,31,TRUE,NA,1,0.600768294,0.788625504,0.638386583,0.675926793
pibpel1,Pelecanus rufescens,Pink-backed Pelican,36,TRUE,NA,1,0.67005528,0.788719198,0.638386583,0.699053687
spbpel1,Pelecanus philippensis,Spot-billed Pelican,34,TRUE,NA,1,0.643867704,0.788812892,0.638386583,0.690355726
dalpel1,Pelecanus crispus,Dalmatian Pelican,46,TRUE,NA,1,0.760845123,0.788906587,0.638386583,0.729379431
shoebi1,Balaeniceps rex,Shoebill,75,TRUE,125,3,0.870608076,0.575611356,0.852431369,0.766216934
hamerk1,Scopus umbretta,Hamerkop,60,TRUE,NA,1,0.832240232,0.789000281,0.638386583,0.753209032
pinbit1,Botaurus pinnatus,Pinnated Bittern,43,TRUE,54,5,0.73826478,0.357256629,0.893235267,0.662918892
amebit,Botaurus lentiginosus,American Bittern,158,TRUE,176,8,0.942565352,0.635809988,0.930291389,0.836222243
grebit1,Botaurus stellaris,Great Bittern,136,TRUE,225,12,0.932212124,0.667150754,0.953808676,0.851057185
ausbit1,Botaurus poiciloptilus,Australasian Bittern,26,TRUE,201,12,0.50698023,0.653611918,0.953808676,0.704800275
zigher1,Zebrilus undulatus,Zigzag Heron,31,TRUE,79,4,0.600768294,0.471142134,0.876089197,0.649333208
yelbit,Ixobrychus sinensis,Yellow Bittern,77,TRUE,118,9,0.87421531,0.564461726,0.937833786,0.792170274
litbit1,Ixobrychus minutus,Little Bittern,117,TRUE,212,20,0.919610231,0.659655205,0.975498923,0.85158812
bkbbit1,Ixobrychus dubius,Black-backed Bittern,13,TRUE,102,2,0.155204722,0.532090321,0.818654549,0.501983197
nezbit1,Ixobrychus novaezelandiae,New Zealand Bittern,4,FALSE,0,0,0.007355008,0.008104563,0.238920641,0.084793404
schbit1,Ixobrychus eurhythmus,Schrenck's Bittern,42,TRUE,59,3,0.729316968,0.385552328,0.852431369,0.655766888
cinbit1,Ixobrychus cinnamomeus,Cinnamon Bittern,57,TRUE,161,6,0.819778881,0.62180268,0.908741685,0.783441082
dwabit1,Ixobrychus sturmii,Dwarf Bittern,37,TRUE,59,2,0.682095006,0.385552328,0.818654549,0.628767294
blabit1,Ixobrychus flavicollis,Black Bittern,57,TRUE,65,5,0.819778881,0.412161529,0.893235267,0.708391892
leabit,Ixobrychus exilis,Least Bittern,160,TRUE,102,8,0.943502296,0.532090321,0.930291389,0.801961335
stbbit1,Ixobrychus involucris,Stripe-backed Bittern,33,TRUE,42,2,0.630000937,0.280989413,0.818654549,0.576548299
ruther1,Tigrisoma lineatum,Rufescent Tiger-Heron,48,TRUE,138,6,0.773072238,0.593647522,0.908741685,0.758487148
father1,Tigrisoma fasciatum,Fasciated Tiger-Heron,52,TRUE,96,6,0.796589525,0.519019957,0.908741685,0.741450389
btther1,Tigrisoma mexicanum,Bare-throated Tiger-Heron,35,TRUE,52,2,0.65740654,0.345123208,0.818654549,0.607061432
forbit1,Zonerodius heliosylus,Forest Bittern,9,TRUE,39,2,0.059683313,0.259252319,0.818654549,0.379196727
whcbit1,Tigriornis leucolopha,White-crested Bittern,33,TRUE,67,4,0.630000937,0.422374215,0.876089197,0.64282145
grbher3,Ardea herodias,Great Blue Heron,447,TRUE,151,10,0.99550267,0.610606203,0.944579781,0.850229551
graher1,Ardea cinerea,Gray Heron,232,TRUE,635,41,0.96837815,0.734751241,0.987444955,0.896858115
cocher1,Ardea cocoi,Cocoi Heron,49,TRUE,152,8,0.779396608,0.61130891,0.930291389,0.773665636
pacher1,Ardea pacifica,Pacific Heron,20,TRUE,105,8,0.36039539,0.538836316,0.930291389,0.609841032
blhher1,Ardea melanocephala,Black-headed Heron,46,TRUE,217,8,0.760845123,0.662747119,0.930291389,0.784627877
humher1,Ardea humbloti,Humblot's Heron,34,TRUE,56,2,0.643867704,0.368359412,0.818654549,0.610293888
whbher2,Ardea insignis,White-bellied Heron,25,TRUE,74,3,0.485243137,0.452684344,0.852431369,0.596786283
grbher2,Ardea sumatrana,Great-billed Heron,37,TRUE,70,2,0.682095006,0.43727162,0.818654549,0.646007058
golher1,Ardea goliath,Goliath Heron,61,TRUE,180,11,0.836081701,0.638620819,0.949826665,0.808176395
purher1,Ardea purpurea,Purple Heron,150,TRUE,417,18,0.939848215,0.71648084,0.972266467,0.876198507
greegr,Ardea alba,Great Egret,573,TRUE,906,25,0.998219807,0.741872013,0.98037103,0.90682095
integr,Ardea intermedia,Intermediate Egret,107,TRUE,448,17,0.910943502,0.720884475,0.970064649,0.867297542
whfher1,Egretta novaehollandiae,White-faced Heron,58,TRUE,291,12,0.823901434,0.690386958,0.953808676,0.822699022
chiegr,Egretta eulophotes,Chinese Egret,63,TRUE,174,5,0.842406071,0.634076642,0.893235267,0.789905993
litegr,Egretta garzetta,Little Egret,282,TRUE,661,39,0.979621475,0.735969268,0.987070177,0.900886973
werher,Egretta gularis,Western Reef-Heron,43,FALSE,0,0,0.73826478,0.008104563,0.238920641,0.328429995
pacreh1,Egretta sacra,Pacific Reef-Heron,75,TRUE,194,7,0.870608076,0.649161435,0.921343577,0.813704363
snoegr,Egretta thula,Snowy Egret,348,TRUE,299,15,0.990115244,0.692167151,0.964583529,0.882288641
libher,Egretta caerulea,Little Blue Heron,288,TRUE,456,30,0.980605266,0.721727724,0.983322402,0.895218464
triher,Egretta tricolor,Tricolored Heron,341,TRUE,338,4,0.989225148,0.701302352,0.876089197,0.855538899
redegr,Egretta rufescens,Reddish Egret,181,TRUE,229,4,0.951232081,0.669399419,0.876089197,0.832240232
pieher2,Egretta picata,Pied Heron,17,TRUE,107,3,0.273728099,0.54342734,0.852431369,0.556528936
slaegr1,Egretta vinaceigula,Slaty Egret,23,TRUE,130,7,0.439660826,0.582872669,0.921343577,0.647959024
blaher1,Egretta ardesiaca,Black Heron,48,TRUE,148,4,0.773072238,0.607420594,0.876089197,0.75219401
categr,Bubulcus ibis,Cattle Egret,406,TRUE,1586,100,0.993956713,0.747212593,0.990724257,0.910631188
squher1,Ardeola ralloides,Squacco Heron,96,TRUE,337,16,0.899372248,0.701114963,0.96772229,0.856069834
inpher1,Ardeola grayii,Indian Pond-Heron,56,TRUE,210,12,0.815375246,0.658437178,0.953808676,0.809207033
chpher1,Ardeola bacchus,Chinese Pond-Heron,62,TRUE,125,6,0.839220463,0.575611356,0.908741685,0.774524501
japher1,Ardeola speciosa,Javan Pond-Heron,28,TRUE,72,3,0.547221962,0.445563572,0.852431369,0.615072301
